level_0,index,DEPTH_MD,GROUP,FORMATION,CALI,RHOB,NPHI,DTC,BS
4633,4633,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4634,4634,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4635,4635,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4636,4636,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4637,4637,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4638,4638,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4639,4639,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4640,4640,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4641,4641,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4642,4642,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4643,4643,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4644,4644,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4645,4645,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4646,4646,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4647,4647,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4648,4648,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4649,4649,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4650,4650,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4651,4651,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4652,4652,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4653,4653,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4654,4654,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4655,4655,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
4656,4656,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4657,4657,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4658,4658,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4659,4659,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4660,4660,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4661,4661,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4662,4662,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4663,4663,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4664,4664,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4665,4665,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4666,4666,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4667,4667,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4668,4668,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4669,4669,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4670,4670,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4671,4671,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4672,4672,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4673,4673,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4674,4674,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4675,4675,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4676,4676,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4677,4677,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4678,4678,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4679,4679,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4680,4680,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4681,4681,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4682,4682,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4683,4683,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4684,4684,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4685,4685,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4686,4686,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4687,4687,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4688,4688,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4689,4689,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4690,4690,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4691,4691,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4692,4692,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4693,4693,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4694,4694,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4695,4695,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4696,4696,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4697,4697,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4698,4698,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4699,4699,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4700,4700,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4701,4701,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4702,4702,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4703,4703,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4704,4704,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4705,4705,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4706,4706,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4707,4707,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4708,4708,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4709,4709,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4710,4710,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4711,4711,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4712,4712,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4713,4713,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4714,4714,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4715,4715,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4716,4716,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4717,4717,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4718,4718,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4719,4719,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4720,4720,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4721,4721,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4722,4722,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4723,4723,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4724,4724,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4725,4725,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4726,4726,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4727,4727,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4728,4728,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4729,4729,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4730,4730,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4731,4731,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4732,4732,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4733,4733,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4734,4734,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4735,4735,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4736,4736,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4737,4737,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4738,4738,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4739,4739,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4740,4740,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4741,4741,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4742,4742,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4743,4743,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4744,4744,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4745,4745,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4746,4746,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4747,4747,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4748,4748,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4749,4749,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4750,4750,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4751,4751,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4752,4752,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4753,4753,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4754,4754,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4755,4755,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4756,4756,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4757,4757,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4758,4758,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4759,4759,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4760,4760,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4761,4761,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4762,4762,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4763,4763,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4764,4764,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4765,4765,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4766,4766,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4767,4767,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4768,4768,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4769,4769,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4770,4770,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4771,4771,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4772,4772,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4773,4773,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4774,4774,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4775,4775,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4776,4776,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4777,4777,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4778,4778,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4779,4779,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4780,4780,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4781,4781,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4782,4782,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4783,4783,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4784,4784,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4785,4785,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4786,4786,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4787,4787,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4788,4788,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4789,4789,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4790,4790,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4791,4791,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4792,4792,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4793,4793,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4794,4794,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4795,4795,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4796,4796,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4797,4797,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4798,4798,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4799,4799,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4800,4800,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4801,4801,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4802,4802,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4803,4803,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4804,4804,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4805,4805,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4806,4806,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4807,4807,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4808,4808,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4809,4809,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4810,4810,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4811,4811,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4812,4812,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4813,4813,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4814,4814,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4815,4815,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4816,4816,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4817,4817,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4818,4818,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4819,4819,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4820,4820,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4821,4821,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4822,4822,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4823,4823,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4824,4824,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4825,4825,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4826,4826,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4827,4827,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4828,4828,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4829,4829,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4830,4830,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4831,4831,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4832,4832,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4833,4833,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4834,4834,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4835,4835,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4836,4836,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4837,4837,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4838,4838,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4839,4839,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
4840,4840,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
4841,4841,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4842,4842,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
4843,4843,UltraDDepth,HEGRE,SkagerrakFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
