,LITHOLOGY
11339,Limestone
2302,Limestone
5359,Sandstone
13913,Sandstone
5187,Sandstone
5481,Sandstone
465,Sandstone
3871,Sandstone
1557,Marl
4728,SandstoneShale
8021,Tuff
1565,Chalk
5853,SandstoneShale
3440,Sandstone
12506,Sandstone
3177,Sandstone
11655,Limestone
3644,Sandstone
12455,Coal
713,Limestone
8829,Sandstone
6769,Sandstone
10469,SandstoneShale
1666,Chalk
6536,Sandstone
11500,Limestone
5729,Sandstone
9833,Sandstone
6935,Sandstone
12523,Sandstone
13800,Coal
10607,Sandstone
10138,Dolomite
3359,Sandstone
2431,Limestone
8718,Sandstone
3866,Sandstone
9984,Sandstone
2629,Limestone
8468,Sandstone
5808,Marl
4801,Sandstone
994,Limestone
1228,Chalk
5330,Sandstone
6288,Sandstone
4052,SandstoneShale
11854,Limestone
3428,Sandstone
4008,SandstoneShale
3049,SandstoneShale
10542,Sandstone
13801,Coal
651,Tuff
9346,Limestone
7591,Sandstone
973,Limestone
11735,Limestone
10766,Sandstone
9564,Limestone
12055,SandstoneShale
12058,SandstoneShale
11969,Limestone
9868,Sandstone
1490,Chalk
7067,SandstoneShale
2751,Sandstone
9622,Limestone
4635,SandstoneShale
1618,Chalk
7587,Sandstone
4435,Sandstone
11037,Sandstone
9961,Sandstone
1741,Chalk
2444,Limestone
7575,Sandstone
10024,Sandstone
2082,Chalk
511,Limestone
10896,Sandstone
1285,Marl
2127,Limestone
13120,SandstoneShale
11543,Limestone
6709,Sandstone
6783,Sandstone
11548,Limestone
7879,Sandstone
8540,Sandstone
13592,Sandstone
1505,Chalk
12288,Sandstone
74,Sandstone
10665,Sandstone
1358,Chalk
3516,SandstoneShale
11886,Limestone
1654,Chalk
6507,Sandstone
3540,Sandstone
9768,Coal
1800,Chalk
58,Sandstone
4309,Sandstone
13303,Coal
616,Tuff
4811,SandstoneShale
13538,Sandstone
734,SandstoneShale
5039,Sandstone
3366,Sandstone
13277,Coal
8433,Sandstone
4385,Sandstone
9939,Sandstone
1117,Chalk
1955,Chalk
1030,Limestone
6256,Sandstone
12603,Sandstone
11871,Limestone
515,Limestone
6266,Sandstone
10305,Tuff
11911,Limestone
13057,Sandstone
10051,Sandstone
9624,Limestone
12744,Coal
12471,Sandstone
8331,Sandstone
11293,Limestone
11355,Limestone
5575,Sandstone
2491,Marl
9099,Sandstone
10611,Sandstone
1690,Chalk
11833,Limestone
8394,Sandstone
9400,Limestone
30,Sandstone
8055,Tuff
3441,Sandstone
9780,Sandstone
13092,Sandstone
6515,Sandstone
311,Sandstone
1035,Limestone
5157,Sandstone
3946,SandstoneShale
12138,Sandstone
3157,Sandstone
13100,Coal
5546,Sandstone
5840,Marl
10551,Sandstone
9266,Limestone
10603,Sandstone
12859,Sandstone
9058,Sandstone
8387,Sandstone
2705,Marl
943,Limestone
1400,Chalk
11894,Limestone
2989,SandstoneShale
7859,Sandstone
12930,Sandstone
7541,Sandstone
7309,SandstoneShale
10183,Tuff
8420,Sandstone
10185,Tuff
8504,Sandstone
2650,Marl
7302,SandstoneShale
3714,SandstoneShale
8164,Tuff
3114,Sandstone
3831,Sandstone
5678,Sandstone
13074,Sandstone
9248,Limestone
11674,Limestone
13170,Coal
13098,Coal
11600,Limestone
8859,Sandstone
7417,SandstoneShale
9592,Limestone
10308,Tuff
4794,SandstoneShale
5510,Sandstone
9422,Limestone
3776,Sandstone
11618,Limestone
11490,Limestone
4051,SandstoneShale
13513,Sandstone
12263,Sandstone
3282,Sandstone
13090,Sandstone
4538,Sandstone
9187,Limestone
13088,Sandstone
4573,Sandstone
281,Sandstone
8378,Sandstone
13948,Coal
3826,Sandstone
6661,Sandstone
11311,Limestone
12014,Limestone
273,Limestone
6825,Sandstone
2510,Limestone
5627,Sandstone
10869,Sandstone
3980,SandstoneShale
10723,Sandstone
10467,SandstoneShale
5537,Sandstone
7975,Tuff
11263,Limestone
13792,Coal
953,Limestone
7224,SandstoneShale
11966,Limestone
13354,Sandstone
10912,Sandstone
5926,Sandstone
2909,Marl
2754,SandstoneShale
3274,Sandstone
5582,Sandstone
3612,Sandstone
12450,Coal
11397,Limestone
1773,Chalk
9117,Sandstone
11837,Limestone
4486,SandstoneShale
695,Tuff
2933,Marl
11530,Limestone
10007,Sandstone
2889,Sandstone
1107,Limestone
12761,SandstoneShale
2103,Limestone
232,SandstoneShale
5623,Sandstone
1932,Chalk
9017,Sandstone
13211,Coal
12773,Sandstone
6804,Sandstone
12379,Sandstone
1281,Chalk
12886,Coal
6651,Sandstone
559,Tuff
11213,Limestone
356,Sandstone
8340,Sandstone
5805,Marl
3318,Sandstone
7435,SandstoneShale
11624,Limestone
11994,Limestone
1866,Chalk
9781,Sandstone
5859,SandstoneShale
10160,Dolomite
12920,Sandstone
3651,Sandstone
3384,Sandstone
10041,Sandstone
8190,Tuff
2739,SandstoneShale
11218,Limestone
13416,Sandstone
10763,Sandstone
2699,Marl
5955,Sandstone
6629,Coal
13085,Sandstone
7015,SandstoneShale
8024,Tuff
10828,Sandstone
5613,Sandstone
8395,Sandstone
12126,Sandstone
1726,Chalk
2019,Chalk
3764,SandstoneShale
13854,Sandstone
1592,Chalk
12054,SandstoneShale
4125,SandstoneShale
7756,Sandstone
10478,Sandstone
11225,Limestone
13524,Sandstone
6877,Sandstone
5351,Sandstone
11432,Limestone
9963,Sandstone
2807,Marl
72,Sandstone
9345,Limestone
10949,Sandstone
6774,Sandstone
6470,Coal
3020,SandstoneShale
268,Limestone
5666,SandstoneShale
7816,Sandstone
10203,Tuff
1139,Chalk
8184,Tuff
826,SandstoneShale
7240,SandstoneShale
12749,SandstoneShale
7200,SandstoneShale
2434,Limestone
11702,Limestone
1057,Limestone
3785,Sandstone
3822,Sandstone
12175,Sandstone
8621,Sandstone
7488,Sandstone
2482,Marl
8052,Tuff
5549,Sandstone
2646,Marl
12034,Coal
8899,Sandstone
490,Sandstone
12536,Sandstone
12717,Coal
1968,Chalk
4121,SandstoneShale
13201,Sandstone
12605,Sandstone
6502,Sandstone
9008,Sandstone
6814,Sandstone
5307,Sandstone
1392,Chalk
12019,Coal
10263,Tuff
4562,Sandstone
1682,Chalk
9900,Sandstone
12344,Sandstone
9957,Sandstone
10849,Sandstone
13040,Sandstone
984,Limestone
3333,Sandstone
80,Sandstone
7362,SandstoneShale
3657,Sandstone
9364,Limestone
10376,Tuff
6438,Sandstone
7750,Sandstone
6138,Sandstone
12609,Sandstone
7323,SandstoneShale
839,SandstoneShale
6568,Sandstone
13177,Coal
13288,Coal
11453,Limestone
10705,Sandstone
8679,Sandstone
11848,Limestone
5638,Sandstone
7230,SandstoneShale
10867,Sandstone
13433,Sandstone
4734,SandstoneShale
6914,Sandstone
617,Tuff
5966,Sandstone
12183,Sandstone
11595,Limestone
13477,Sandstone
87,Sandstone
1610,Chalk
3180,Sandstone
11602,Limestone
11056,Sandstone
6888,SandstoneShale
10184,Tuff
4345,Sandstone
4677,SandstoneShale
5371,Sandstone
11046,Sandstone
13521,Sandstone
9988,Sandstone
3276,Sandstone
3604,SandstoneShale
7075,SandstoneShale
8091,Tuff
12778,Coal
3618,SandstoneShale
10492,Sandstone
3689,Sandstone
13438,Sandstone
7620,Sandstone
7531,Sandstone
9243,Limestone
10773,Sandstone
4511,Sandstone
9004,Sandstone
1166,Chalk
12576,Sandstone
10382,Tuff
3257,Sandstone
10002,Sandstone
2667,Marl
13561,Sandstone
8851,Sandstone
1124,Chalk
11198,Limestone
10039,Sandstone
7661,Sandstone
7332,SandstoneShale
1986,Chalk
9790,Sandstone
11520,Limestone
6426,Sandstone
8480,Sandstone
6071,Sandstone
3329,Sandstone
1248,Chalk
7985,Tuff
12000,Limestone
7991,Tuff
5143,SandstoneShale
9386,Limestone
1075,Limestone
9224,Limestone
6616,Coal
6279,Sandstone
5391,Sandstone
8358,Sandstone
3949,Sandstone
6090,Sandstone
7051,SandstoneShale
964,Limestone
4501,Sandstone
1464,Chalk
1231,Chalk
7823,Sandstone
11701,Limestone
5059,Sandstone
10519,Sandstone
13692,Sandstone
9533,Marl
7564,Sandstone
3288,Sandstone
783,SandstoneShale
3988,Sandstone
2221,Limestone
1770,Chalk
11623,Limestone
3550,SandstoneShale
8567,Sandstone
1680,Chalk
11074,Sandstone
13865,Coal
11807,Limestone
1355,Chalk
4732,SandstoneShale
10156,Dolomite
13639,Sandstone
2165,Limestone
460,Sandstone
8881,Sandstone
827,SandstoneShale
7646,Sandstone
13814,Sandstone
7941,Tuff
5404,Sandstone
1006,Limestone
2360,Limestone
5703,Sandstone
7016,SandstoneShale
7579,Sandstone
9899,Sandstone
8148,Tuff
1874,Chalk
8424,Sandstone
6170,Sandstone
7386,SandstoneShale
11309,Limestone
2899,SandstoneShale
5374,Sandstone
11531,Limestone
5437,Sandstone
3576,Sandstone
11662,Limestone
8339,Sandstone
466,Sandstone
5539,Sandstone
514,Limestone
7275,SandstoneShale
11950,Limestone
11569,Limestone
3045,SandstoneShale
7077,SandstoneShale
6696,Sandstone
7568,Sandstone
6060,Sandstone
3438,SandstoneShale
11830,Limestone
2233,Limestone
3487,SandstoneShale
5697,Sandstone
2372,Limestone
12237,Sandstone
13260,Sandstone
974,Limestone
3740,SandstoneShale
8836,Sandstone
7822,Sandstone
11617,Limestone
12287,Sandstone
5862,SandstoneShale
7658,Sandstone
7641,Sandstone
10971,Sandstone
3844,Sandstone
11497,Limestone
3421,SandstoneShale
9481,Limestone
9203,Limestone
3188,Sandstone
6510,Sandstone
10864,Sandstone
12009,Limestone
5267,SandstoneShale
8888,Sandstone
368,Sandstone
688,Limestone
12529,Sandstone
6195,Sandstone
1995,Chalk
3279,Sandstone
7340,SandstoneShale
4558,Sandstone
4284,Sandstone
6076,Sandstone
798,SandstoneShale
9968,Sandstone
10331,Tuff
5978,Coal
7076,SandstoneShale
11129,Limestone
13017,Sandstone
4022,SandstoneShale
8816,Limestone
8680,Sandstone
1329,Chalk
9078,Sandstone
5975,Sandstone
693,Limestone
4836,SandstoneShale
9360,Limestone
3485,SandstoneShale
9041,Sandstone
2676,Marl
2564,Marl
9178,Limestone
2093,Chalk
8978,Sandstone
9175,Limestone
3683,Sandstone
3411,SandstoneShale
1147,Chalk
13632,Coal
389,Sandstone
8719,Sandstone
5188,Sandstone
9414,Limestone
11141,Limestone
4447,SandstoneShale
13802,Sandstone
7614,Sandstone
9391,Limestone
6189,Sandstone
12915,Sandstone
2025,Chalk
10626,Sandstone
9051,Sandstone
11050,Limestone
8714,Sandstone
2603,Marl
3878,Sandstone
11553,Limestone
5145,SandstoneShale
5910,Limestone
496,Limestone
5152,Sandstone
6290,Sandstone
4568,Sandstone
2087,Chalk
7092,SandstoneShale
13781,Sandstone
8857,Sandstone
4578,Sandstone
6230,SandstoneShale
6416,Sandstone
13061,Sandstone
10718,Sandstone
13590,Sandstone
6845,Sandstone
2182,Limestone
101,Limestone
6527,Sandstone
4030,SandstoneShale
7022,SandstoneShale
5775,Marl
13754,Sandstone
11597,Limestone
11113,Limestone
2299,Limestone
11576,Limestone
13166,Sandstone
3055,SandstoneShale
5679,Sandstone
6425,Sandstone
5006,SandstoneShale
3619,SandstoneShale
284,Sandstone
6943,SandstoneShale
6457,Coal
3521,SandstoneShale
7829,Sandstone
11079,Limestone
10131,Sandstone
4763,SandstoneShale
1417,Chalk
3258,Sandstone
7662,Sandstone
960,Limestone
7380,SandstoneShale
13472,Sandstone
562,Limestone
7699,Sandstone
1425,Chalk
11233,Limestone
6847,Sandstone
9129,Sandstone
9479,Limestone
6284,Sandstone
10100,Sandstone
9687,Limestone
13780,Sandstone
8602,Sandstone
12143,Sandstone
8938,Sandstone
2375,Limestone
866,SandstoneShale
235,SandstoneShale
8179,Tuff
12411,Sandstone
5429,Sandstone
11076,Limestone
11172,Limestone
9480,Limestone
4374,Sandstone
12102,SandstoneShale
5611,Sandstone
8993,Sandstone
10504,Sandstone
2412,Limestone
5451,Sandstone
2745,SandstoneShale
412,Sandstone
2116,Marl
8767,Sandstone
7595,Sandstone
10395,Tuff
13536,Sandstone
13624,Coal
430,Sandstone
9196,Limestone
4230,Sandstone
3884,Sandstone
2514,Limestone
10106,Sandstone
13219,Sandstone
12047,Sandstone
8706,Sandstone
3613,Sandstone
9860,Sandstone
3331,Sandstone
5363,Sandstone
1543,Chalk
13547,Sandstone
13267,Sandstone
5626,Sandstone
4889,SandstoneShale
81,Sandstone
3979,SandstoneShale
10202,Tuff
4455,Sandstone
1738,Chalk
8197,Tuff
13286,Coal
13243,SandstoneShale
6367,Coal
9521,Marl
11965,Limestone
1038,Limestone
6611,Coal
2277,Limestone
5811,Limestone
7993,Tuff
10577,Sandstone
12458,Sandstone
1371,Chalk
13652,Sandstone
9504,Limestone
5089,Sandstone
12894,SandstoneShale
11114,Limestone
13031,Sandstone
9912,Sandstone
2825,Marl
11752,Limestone
10977,Sandstone
9038,Sandstone
3128,Sandstone
1531,Chalk
6212,Sandstone
13249,Coal
7210,SandstoneShale
242,SandstoneShale
12118,Sandstone
1729,Chalk
6892,SandstoneShale
7056,SandstoneShale
6838,Sandstone
11395,Limestone
12863,Sandstone
6281,Sandstone
1341,Chalk
9944,Sandstone
8723,Sandstone
9118,Sandstone
10442,SandstoneShale
9028,Sandstone
3053,SandstoneShale
6251,Sandstone
5142,SandstoneShale
12475,Sandstone
4205,SandstoneShale
11419,Limestone
10475,Sandstone
7948,Tuff
59,Sandstone
6018,SandstoneShale
5529,Sandstone
3927,SandstoneShale
12150,Sandstone
680,Limestone
12871,SandstoneShale
4039,SandstoneShale
10540,Sandstone
3158,Sandstone
9893,Sandstone
9602,Limestone
13036,Sandstone
6789,Sandstone
8875,Sandstone
7987,Tuff
108,Limestone
541,Limestone
1813,Chalk
5259,Sandstone
7510,Sandstone
10109,Sandstone
1452,Chalk
13635,Sandstone
1298,Chalk
4968,SandstoneShale
3874,Sandstone
7339,SandstoneShale
3249,Sandstone
7940,Tuff
3786,Sandstone
11406,Limestone
9567,Limestone
12094,SandstoneShale
2286,Limestone
8436,Sandstone
5222,Sandstone
11134,Limestone
8824,Limestone
13693,Sandstone
8695,Sandstone
13614,Sandstone
3292,Sandstone
4730,SandstoneShale
5923,Sandstone
8016,Tuff
7765,Sandstone
7208,SandstoneShale
9676,Limestone
48,Sandstone
11285,Limestone
3732,SandstoneShale
7725,Sandstone
11968,Limestone
11169,Limestone
5024,SandstoneShale
11488,Limestone
3280,Sandstone
6752,Sandstone
10134,Sandstone
4474,Sandstone
3973,SandstoneShale
3209,Sandstone
1838,Chalk
3475,SandstoneShale
11147,Limestone
1978,Chalk
3596,Sandstone
13598,Sandstone
11717,Limestone
7413,SandstoneShale
10061,Sandstone
4884,SandstoneShale
2196,Limestone
1434,Chalk
10831,Sandstone
9063,Limestone
10649,Sandstone
2041,Chalk
10055,Sandstone
10461,SandstoneShale
6171,Sandstone
12133,Sandstone
1178,Chalk
11771,Limestone
12855,SandstoneShale
7906,Dolomite
12162,Sandstone
597,Tuff
13210,Coal
10531,Sandstone
12645,Sandstone
9698,Sandstone
416,Sandstone
4973,SandstoneShale
10226,Tuff
110,Limestone
5314,Sandstone
5020,SandstoneShale
12068,SandstoneShale
7017,SandstoneShale
8877,Sandstone
11565,Limestone
8533,Sandstone
13897,Coal
12542,Sandstone
12391,Sandstone
11080,Limestone
7120,SandstoneShale
6283,Sandstone
12046,Coal
12038,Coal
3963,Sandstone
4903,SandstoneShale
591,Tuff
13432,Sandstone
9761,Limestone
3225,Sandstone
6523,Sandstone
7316,SandstoneShale
9320,Limestone
4711,Sandstone
8892,Sandstone
3746,SandstoneShale
7273,SandstoneShale
10114,Sandstone
13777,Sandstone
7984,Tuff
8672,Sandstone
12276,Sandstone
665,Tuff
12661,Sandstone
3622,SandstoneShale
138,Limestone
8630,Sandstone
12398,Sandstone
11899,Limestone
239,SandstoneShale
1765,Chalk
4914,SandstoneShale
7771,Sandstone
4813,SandstoneShale
4359,Sandstone
8300,Sandstone
4261,Sandstone
5570,Sandstone
1494,Chalk
7419,SandstoneShale
10870,Sandstone
5962,Sandstone
10922,Sandstone
11755,Limestone
2992,SandstoneShale
9052,Sandstone
7064,SandstoneShale
2370,Limestone
12302,Sandstone
7057,SandstoneShale
11369,Limestone
6506,Sandstone
13326,Coal
10116,Sandstone
5475,Sandstone
4164,Sandstone
10998,Sandstone
12157,Sandstone
13132,Sandstone
9755,Sandstone
5762,Sandstone
5361,Sandstone
13684,Sandstone
8271,Sandstone
2040,Chalk
10287,Tuff
8199,Tuff
3031,SandstoneShale
12632,Coal
2538,Marl
828,SandstoneShale
2167,Limestone
251,SandstoneShale
12116,Sandstone
3549,SandstoneShale
10786,Sandstone
11472,Limestone
1974,Chalk
10465,SandstoneShale
12256,Sandstone
2577,Marl
9202,Limestone
8413,Sandstone
13060,Sandstone
124,Limestone
1472,Chalk
11207,Limestone
3726,SandstoneShale
6600,Coal
10945,Sandstone
9450,Limestone
313,Sandstone
1944,Chalk
11063,Sandstone
13662,Sandstone
6807,Sandstone
558,Tuff
605,Tuff
13386,Sandstone
833,SandstoneShale
6855,Sandstone
2618,Marl
1949,Chalk
8252,Sandstone
8463,Sandstone
8030,Tuff
9107,Sandstone
5497,Sandstone
13873,Coal
9873,Sandstone
10230,Tuff
9543,Limestone
675,Limestone
5863,SandstoneShale
1909,Chalk
144,Limestone
8995,Limestone
10608,Sandstone
9608,Limestone
10279,Tuff
12308,Sandstone
5295,Sandstone
172,Limestone
12006,Limestone
1021,Limestone
2384,Limestone
6133,Sandstone
7,SandstoneShale
11328,Limestone
10370,Tuff
13717,Sandstone
11217,Limestone
8885,Sandstone
945,Limestone
1431,Chalk
5777,Marl
3422,SandstoneShale
401,Sandstone
1176,Chalk
11053,Limestone
9918,Sandstone
13641,Sandstone
2836,Marl
5854,SandstoneShale
5304,Sandstone
10809,Sandstone
8898,Sandstone
12530,Sandstone
10260,Tuff
9684,Limestone
1004,Limestone
5818,Marl
3753,SandstoneShale
3510,Sandstone
12549,Sandstone
11425,Limestone
1437,Chalk
6686,Sandstone
5060,Sandstone
5308,Sandstone
11301,Limestone
12219,Sandstone
8975,Sandstone
325,Sandstone
8855,Sandstone
7608,Sandstone
2490,Marl
12664,Sandstone
5881,SandstoneShale
2205,Limestone
2208,Limestone
7947,Tuff
339,Sandstone
6911,Sandstone
6447,Coal
6106,Sandstone
3104,Sandstone
3041,SandstoneShale
5040,Sandstone
7267,SandstoneShale
8873,Sandstone
11020,Sandstone
9562,Limestone
4219,Sandstone
8702,Sandstone
2721,SandstoneShale
8973,Sandstone
8193,Tuff
6953,SandstoneShale
11889,Limestone
2340,Limestone
6975,SandstoneShale
13968,Sandstone
2496,Marl
13296,Coal
1181,Chalk
4859,SandstoneShale
11162,Limestone
13579,Sandstone
4900,Sandstone
4953,SandstoneShale
13190,Sandstone
6287,Sandstone
157,Limestone
247,SandstoneShale
12493,Sandstone
794,SandstoneShale
301,SandstoneShale
1542,Chalk
8809,Limestone
3097,Sandstone
3932,SandstoneShale
6021,SandstoneShale
12624,Coal
4314,Sandstone
6979,SandstoneShale
5427,Sandstone
2143,Limestone
5965,Sandstone
9936,Sandstone
11473,Limestone
8398,Sandstone
1300,Chalk
1194,Chalk
7481,Sandstone
7232,SandstoneShale
10711,Sandstone
10856,Sandstone
4448,SandstoneShale
5973,Sandstone
12590,Sandstone
8667,Sandstone
2556,Marl
765,SandstoneShale
7011,SandstoneShale
1792,Chalk
3204,Sandstone
8784,Sandstone
756,SandstoneShale
9054,Sandstone
11460,Limestone
7709,Sandstone
5279,Sandstone
5353,Sandstone
8687,Sandstone
2020,Chalk
7889,Sandstone
13107,SandstoneShale
12668,Sandstone
3071,SandstoneShale
135,Limestone
4241,Sandstone
193,Limestone
4659,SandstoneShale
8092,Tuff
11131,Limestone
1935,Chalk
7130,SandstoneShale
8321,Sandstone
5903,SandstoneShale
2410,Limestone
8357,Sandstone
914,Limestone
12595,Sandstone
12453,Coal
9590,Limestone
1809,Chalk
9258,Limestone
162,Limestone
2216,Limestone
12,SandstoneShale
10261,Tuff
427,Sandstone
9297,Limestone
5928,Sandstone
4963,SandstoneShale
6779,Sandstone
9691,Sandstone
3861,Sandstone
13058,Sandstone
10617,Sandstone
3051,SandstoneShale
4117,SandstoneShale
9124,Sandstone
12144,Sandstone
2365,Limestone
11714,Limestone
10083,Sandstone
1836,Chalk
11479,Limestone
2251,Limestone
10296,Tuff
936,Limestone
11438,Limestone
10886,Sandstone
9986,Sandstone
12971,Sandstone
7260,SandstoneShale
10501,Sandstone
7142,SandstoneShale
10118,Sandstone
3637,SandstoneShale
10026,Sandstone
11370,Limestone
7935,Tuff
8027,Tuff
2559,Marl
1235,Chalk
9246,Limestone
8177,Tuff
9948,Sandstone
2250,Limestone
3120,Sandstone
586,Tuff
5656,Sandstone
9625,Limestone
2599,Limestone
13533,Sandstone
3909,Sandstone
2874,Sandstone
13345,Sandstone
6584,Sandstone
3702,SandstoneShale
498,Limestone
6417,Sandstone
5037,SandstoneShale
730,SandstoneShale
9497,Limestone
13799,Coal
8910,Sandstone
3609,SandstoneShale
3042,SandstoneShale
1510,Chalk
3409,SandstoneShale
3600,Sandstone
11179,Limestone
10850,Sandstone
13542,Sandstone
12294,Sandstone
6169,Sandstone
11963,Limestone
2147,Limestone
7197,SandstoneShale
350,Sandstone
9003,Sandstone
3342,SandstoneShale
3958,SandstoneShale
11239,Limestone
8751,SandstoneShale
13748,Sandstone
4791,Sandstone
2046,Chalk
13155,Sandstone
10804,Sandstone
5620,Sandstone
1727,Chalk
8624,Sandstone
5837,Marl
4369,SandstoneShale
13466,Sandstone
4091,SandstoneShale
147,Limestone
3200,Sandstone
10648,Sandstone
10017,Sandstone
916,Limestone
3021,SandstoneShale
12600,Sandstone
421,Sandstone
8428,Sandstone
3627,SandstoneShale
7830,Sandstone
6663,Sandstone
4533,SandstoneShale
1361,Chalk
4163,Sandstone
13289,Coal
7524,Sandstone
2947,SandstoneShale
7124,SandstoneShale
11276,Limestone
2159,Marl
11633,Limestone
8273,Sandstone
2224,Limestone
9573,Limestone
11502,Limestone
822,SandstoneShale
513,Limestone
9308,Limestone
3281,Sandstone
9719,Sandstone
11561,Limestone
2148,Limestone
3390,SandstoneShale
9469,Limestone
12697,Limestone
11032,Sandstone
2905,Limestone
13767,Sandstone
6154,Sandstone
9337,Limestone
13315,Sandstone
9949,Sandstone
12772,Sandstone
1930,Chalk
13425,Sandstone
13054,Sandstone
10336,Tuff
11205,Limestone
11447,Limestone
2975,SandstoneShale
11631,Limestone
9940,Sandstone
1049,Limestone
10830,Sandstone
10860,Sandstone
13248,Coal
7990,Tuff
8550,Sandstone
6799,Sandstone
4777,SandstoneShale
12868,SandstoneShale
6735,Sandstone
4423,Sandstone
8574,Limestone
3346,SandstoneShale
12598,Sandstone
5256,Sandstone
10144,Dolomite
9922,Sandstone
837,SandstoneShale
3456,SandstoneShale
13049,Sandstone
3134,Sandstone
7214,SandstoneShale
4088,SandstoneShale
3859,Sandstone
1828,Chalk
2156,Limestone
9343,Limestone
5579,Sandstone
11574,Limestone
1848,Chalk
2411,Limestone
5604,Sandstone
7245,SandstoneShale
2144,Limestone
7500,Sandstone
6846,Sandstone
4112,SandstoneShale
7111,SandstoneShale
6354,SandstoneShale
4143,SandstoneShale
4544,Sandstone
7070,SandstoneShale
13053,Sandstone
12681,Limestone
7515,Sandstone
5231,Sandstone
9932,Sandstone
2951,SandstoneShale
13195,Coal
8426,Sandstone
3237,Sandstone
9292,Limestone
6578,Sandstone
4593,SandstoneShale
4929,SandstoneShale
9570,Limestone
8948,Sandstone
11125,Limestone
4766,SandstoneShale
11816,Limestone
12675,Sandstone
7902,Sandstone
2515,Limestone
3365,Sandstone
10339,Tuff
8946,Sandstone
11313,Limestone
9509,Limestone
1246,Chalk
8318,Sandstone
12075,SandstoneShale
12827,SandstoneShale
8874,Sandstone
12271,Sandstone
6241,Sandstone
1192,Chalk
8001,Tuff
497,Limestone
7112,SandstoneShale
5669,SandstoneShale
2983,Limestone
216,SandstoneShale
7252,SandstoneShale
305,SandstoneShale
6370,Coal
2454,Limestone
8489,Sandstone
12345,Sandstone
8154,Tuff
9875,Sandstone
4650,Sandstone
9181,Limestone
7780,Sandstone
4909,SandstoneShale
3463,Sandstone
3629,SandstoneShale
12407,Sandstone
5790,Marl
10141,Dolomite
12445,Coal
5066,SandstoneShale
2757,SandstoneShale
8519,Sandstone
11578,Limestone
2120,Limestone
4634,SandstoneShale
2386,Limestone
9446,Limestone
7843,Sandstone
5165,Sandstone
4289,Sandstone
12246,Sandstone
11187,Limestone
9635,Limestone
9477,Limestone
8390,Sandstone
7272,SandstoneShale
10760,Sandstone
9871,Sandstone
1451,Chalk
549,Tuff
3867,Sandstone
8237,Sandstone
12982,Sandstone
10951,Sandstone
4737,SandstoneShale
11902,Limestone
10623,Sandstone
12532,Sandstone
8662,Sandstone
12823,SandstoneShale
8646,Sandstone
2896,SandstoneShale
1407,Chalk
12602,Sandstone
13247,Coal
7601,Sandstone
1591,Chalk
1367,Chalk
3478,SandstoneShale
6547,Sandstone
1287,Marl
3371,Sandstone
2355,Limestone
13464,Sandstone
5244,Sandstone
5941,Sandstone
11957,Limestone
321,Sandstone
12448,Coal
11927,Limestone
13398,SandstoneShale
11042,Sandstone
6403,Sandstone
990,Limestone
5219,Sandstone
10229,Tuff
13164,Sandstone
13253,Sandstone
6144,SandstoneShale
4724,SandstoneShale
9636,Limestone
7423,SandstoneShale
8976,Sandstone
6522,Sandstone
8594,Sandstone
8439,Sandstone
11060,Sandstone
7237,SandstoneShale
6899,SandstoneShale
8214,Limestone
5855,SandstoneShale
5906,SandstoneShale
5594,Sandstone
12121,Sandstone
9660,Limestone
3163,Sandstone
13926,Coal
897,Marl
6005,Sandstone
13094,Coal
4772,SandstoneShale
12526,Sandstone
4923,SandstoneShale
11459,Limestone
10621,Sandstone
8722,Sandstone
12107,SandstoneShale
788,Limestone
12511,Sandstone
4340,Sandstone
6465,Coal
12854,SandstoneShale
8473,Sandstone
13342,Sandstone
12210,Sandstone
5063,Sandstone
12747,SandstoneShale
1475,Chalk
8870,Sandstone
9221,Limestone
13032,Sandstone
1860,Marl
9369,Limestone
10078,Sandstone
13270,Sandstone
4930,SandstoneShale
797,SandstoneShale
7296,SandstoneShale
843,SandstoneShale
13551,Sandstone
67,Sandstone
13596,Sandstone
757,SandstoneShale
9093,Sandstone
10890,Sandstone
3650,Sandstone
9765,Coal
986,Limestone
11475,Limestone
1273,Chalk
12793,SandstoneShale
25,SandstoneShale
12860,Sandstone
1600,Chalk
5891,SandstoneShale
1630,Chalk
5849,SandstoneShale
12580,Sandstone
1539,Chalk
11193,Limestone
5509,Sandstone
5989,Sandstone
13656,Sandstone
11945,Limestone
2595,Marl
10150,Dolomite
817,SandstoneShale
2458,Limestone
4242,Sandstone
331,Sandstone
10381,Tuff
9189,Limestone
13576,Sandstone
13843,Coal
9341,Limestone
10641,Sandstone
3310,Sandstone
12515,Sandstone
2798,Marl
11813,Limestone
1086,Limestone
2774,SandstoneShale
12699,Limestone
3078,SandstoneShale
143,Limestone
9056,Sandstone
4837,Sandstone
3679,Sandstone
13235,Coal
2749,Sandstone
10340,Tuff
10837,Sandstone
687,Limestone
10107,Sandstone
9079,Sandstone
12870,SandstoneShale
11587,Limestone
8147,Tuff
10062,Sandstone
6991,SandstoneShale
3244,Limestone
2582,Marl
2062,Chalk
5137,Sandstone
740,SandstoneShale
10873,Sandstone
1725,Chalk
7297,SandstoneShale
3247,Limestone
6315,SandstoneShale
13749,Sandstone
2024,Chalk
8279,Sandstone
2069,Chalk
1469,Chalk
1032,Limestone
1256,Chalk
5956,Sandstone
4319,Sandstone
13382,Sandstone
3032,SandstoneShale
